"q1";"q2";"s2";"k";"Q";"c3";"c2";"c1";"s1";"c4";"time";"r_aSaJ_2";"vs_1_0_1";"vs_2_1_1";"f_2_1_0";"f_2_0_1";"r_mSaJ_1";"vj_1_0_0";"p11";"vs_1_1_1";"vj_2_0_1";"r_mSmJ_2";"f_1_1_1";"f_2_1_1";"vj_1_1_1";"mt";"f_1_0_1";"r_aSmJ_2";"vs_2_0_1";"vj_2_1_1";"vs_2_1_0";"vs_1_0_0";"r_aSaJ_1";"f_2_0_0";"p10";"vs_2_0_0";"vj_1_0_1";"f_1_1_0";"vj_2_0_0";"p20";"vj_2_1_0";"r_mSmJ_1";"vj_1_1_0";"r_aSmJ_1";"p21";"f_1_0_0";"vs_1_1_0";"r_mSaJ_2";"file";"x2";"y2";"x2.2";"y2.2"
0;0;0.500469;0.1;0.05;0.5;0.5;0.5;0.0263405;0.5;7051;0.102822;0.665225;0.998084;0.00279674;0.00393849;0.102087;0.695091;0.9999;1.19813;0.733048;0.102108;0.900653;0.000288959;1.19813;0.830086;0.031894;0.10207;0.733048;0.998235;1.01994;0.694958;0.102108;0.0429758;0.9999;0.748471;0.665386;0.016777;0.748471;0.9999;1.02005;0.102514;1.23561;0.102095;0.999054;0.000675577;1.23561;0.102095;"hpcbatch_31_03_2015_131627/core_114/iter_fecmort_31_3_2015_132210_292887494";0.05;-0.94;0.0500000474554844;-0.939999401909039
0;0;0.500469;0.95;0.05;0.5;0.5;0.5;0.0263405;0.5;119655;0.952749;0.800376;0.982788;0.00279464;0.00393481;0.952515;0.993498;0.9999;1.00922;0.821842;0.952521;0.900696;0.00028967;1.00922;0.332649;0.0318667;0.952509;0.821851;0.982754;1.13187;0.993413;0.952521;0.0429809;0.99999;0.969326;0.800435;0.0167615;0.969328;0.99993;1.13186;0.952664;1.20351;0.952516;0.999004;0.000676254;1.20346;0.952516;"hpcbatch_31_03_2015_131627/core_114/iter_fecmort_31_3_2015_132522_128971496";0.05;-0.94;0.0500000474554844;-0.939999401909039
0;0;0.500469;0.5;0.05;0.5;0.5;0.5;0.0263405;0.5;11672;0.511098;0.763337;0.930982;0.00279671;0.00393843;0.509579;0.889897;0.9999;1.10091;0.734525;0.509623;0.900652;0.000289905;1.10091;0.490378;0.0318936;0.509547;0.734527;0.930995;1.01432;0.889782;0.509623;0.0429749;0.9999;0.806576;0.763446;0.0167774;0.806576;0.999952;1.01432;0.510543;1.23883;0.509593;0.999047;0.000676859;1.2388;0.509593;"hpcbatch_31_03_2015_131627/core_114/iter_fecmort_31_3_2015_132341_752154787";0.05;-0.94;0.0500000474554844;-0.939999401909039
0;0;0.546786;0.1;0.05;0.5;0.5;0.5;0.00552309;0.5;7576;0.0990097;0.652733;0.977097;0.000557411;0.000763257;0.09834;0.681704;0.9999;1.19421;0.735999;0.0983581;0.939533;5.56553e-05;1.19421;0.835871;0.0330835;0.0983237;0.735999;0.977262;0.997328;0.681567;0.0983581;0.00862368;0.9999;0.750167;0.652901;0.0167196;0.750167;0.9999;0.997446;0.0987044;1.23064;0.0983483;0.999089;0.000664115;1.23064;0.0983482;"hpcbatch_31_03_2015_131627/core_6/iter_fecmort_31_3_2015_132210_197197075";0.01;-1.26;0.00999999837047766;-1.26000024675108
0;0;0.546786;0.95;0.05;0.5;0.5;0.5;0.00552309;0.5;102732;0.950275;0.796048;0.981213;0.000557408;0.000763117;0.950055;0.99149;0.9999;1.00841;0.827876;0.95006;0.939534;5.58632e-05;1.00841;0.344544;0.0330824;0.950049;0.827884;0.981183;1.12319;0.991398;0.95006;0.00862361;0.9999;0.968236;0.796113;0.0167178;0.968236;0.999983;1.12318;0.950181;1.2051;0.950056;0.999006;0.000665572;1.20504;0.950056;"hpcbatch_31_03_2015_131627/core_6/iter_fecmort_31_3_2015_132508_917563037";0.01;-1.26;0.00999999837047766;-1.26000024675108
0;0;0.546786;0.5;0.05;0.5;0.5;0.5;0.00552309;0.5;11176;0.499751;0.7526;0.921829;0.000557415;0.000763255;0.498292;0.877874;0.9999;1.0983;0.739066;0.498329;0.939531;5.58377e-05;1.0983;0.501672;0.0330836;0.498256;0.739067;0.921854;0.999989;0.877749;0.498329;0.00862349;0.9999;0.806231;0.75272;0.01672;0.806231;0.9999;1;0.499128;1.23518;0.498307;0.999044;0.000665297;1.23516;0.498306;"hpcbatch_31_03_2015_131627/core_6/iter_fecmort_31_3_2015_132340_331675661";0.01;-1.26;0.00999999837047766;-1.26000024675108
0;0;0.153156;0.95;0.05;0.5;0.5;0.5;0.652929;0.5;210200;0.958878;0.849424;1.00839;0.017452;0.0278841;0.958872;0.984797;0.000998202;0.994754;0.818249;0.959012;0.00101159;0.763921;0.994727;0.300142;0.0140167;0.958872;0.818194;1.00838;1.18753;0.984797;0.959056;0.000743159;1e-04;0.996374;0.849417;0.0105234;0.996453;2.19819e-05;1.18758;0.958878;1.13138;0.958868;5.9645e-05;0.164448;1.13139;0.958872;"hpcbatch_31_03_2015_131627/core_2025/iter_fecmort_31_3_2015_135554_503215630";0.81;-0.5;0.810000186084594;-0.500000013193867
0;0;0.153156;0.5;0.05;0.5;0.5;0.5;0.652929;0.5;15492;0.549066;0.799176;1.09762;0.0174668;0.0278971;0.549025;0.874415;0.000976347;0.978138;0.801501;0.550036;0.00101274;0.763892;0.978139;0.450936;0.0140277;0.549025;0.801412;1.09762;1.233;0.874415;0.550393;0.000743966;3.51738e-06;0.926697;0.799174;0.0105274;0.926798;1e-04;1.23302;0.549066;1.06379;0.548994;1e-04;0.164432;1.06379;0.549021;"hpcbatch_31_03_2015_131627/core_2025/iter_fecmort_31_3_2015_135407_506542891";0.81;-0.5;0.810000186084594;-0.500000013193867
0;0;0.153156;0.1;0.05;0.5;0.5;0.5;0.652929;0.5;6885;0.117995;0.788747;1.20048;0.0174669;0.0278987;0.11797;0.805915;0.000952719;1.02439;0.719594;0.118569;0.00100986;0.763892;1.02448;0.805931;0.0140292;0.11797;0.719483;1.20048;1.24101;0.805915;0.118779;0.000742386;1e-04;0.751929;0.788747;0.010528;0.752026;1e-04;1.24101;0.117995;1.04856;0.117952;1e-04;0.164433;1.0485;0.117965;"hpcbatch_31_03_2015_131627/core_2025/iter_fecmort_31_3_2015_135247_449226980";0.81;-0.5;0.810000186084594;-0.500000013193867
0;0;0.0365878;0.95;0.05;0.5;0.5;0.5;0.207331;0.5;765277;0.95705;0.755959;1.0131;0.015607;0.0285826;0.957044;0.942935;0.000999309;0.961844;0.806599;0.95718;0.00110962;0.805172;0.961775;0.309763;0.0144548;0.957044;0.80654;1.0131;1.20671;0.942932;0.957263;0.000638262;3.02614e-05;0.99906;0.75594;0.00854388;0.999147;5.6148e-05;1.20676;0.95705;1.15066;0.957039;1e-04;0.125892;1.15069;0.957044;"hpcbatch_31_03_2015_131627/core_2111/iter_fecmort_31_3_2015_132725_500577857";0.85;-1.06;0.8500000819945;-1.05999973059027
0;0;0.0365878;0.5;0.05;0.5;0.5;0.5;0.207331;0.5;21632;0.532503;0.642629;1.11225;0.0156258;0.0286112;0.532459;0.73248;0.00097845;0.911677;0.782106;0.533452;0.00111168;0.805124;0.91164;0.467499;0.014472;0.53246;0.782005;1.11225;1.2552;0.73248;0.534069;0.000639337;6.40777e-05;0.91379;0.642623;0.00855092;0.913901;1e-04;1.25523;0.532503;1.01448;0.532422;1e-04;0.125865;1.01452;0.532456;"hpcbatch_31_03_2015_131627/core_2111/iter_fecmort_31_3_2015_132403_657800950";0.85;-1.06;0.8500000819945;-1.05999973059027
0;0;0.0365878;0.1;0.05;0.5;0.5;0.5;0.207331;0.5;7686;0.11113;0.663458;1.19874;0.0156201;0.0286046;0.111131;0.683794;5.80522e-05;1.06984;0.67693;0.11112;0.00110539;0.805138;1.06984;0.816297;0.0144668;0.111131;0.67693;1.19874;1.2391;0.683794;0.111121;0.000637161;3.74189e-05;0.709096;0.663458;0.00854914;0.709096;1e-04;1.2391;0.11113;1.0981;0.111131;1e-04;0.125879;1.0981;0.111131;"hpcbatch_31_03_2015_131627/core_2111/iter_fecmort_31_3_2015_132208_365924323";0.85;-1.06;0.8500000819945;-1.05999973059027
0;0;0.0461775;0.1;0.05;0.5;0.5;0.5;0.0786266;0.5;92192;0.15319;0.61772;1.18728;0.0327716;0.0581409;0.092394;0.650227;0.999951;1.19732;0.664431;0.311392;0.0331518;0.533271;1.14326;0.766738;0.0837022;0.0916609;0.606683;1.18281;1.23906;0.645465;0.389195;0.00581647;9.69484e-05;0.631725;0.621204;0.0455568;0.692811;0.0784853;1.23861;0.153206;1.20815;0.0793862;4.49307e-05;0.207589;1.26033;0.106794;"hpcbatch_31_03_2015_131627/core_1557/iter_fecmort_31_3_2015_132213_14088962";0.63;-1.22;0.630000136213474;-1.22000004343214
0;0;0.0461775;0.5;0.05;0.5;0.5;0.5;0.0786266;0.5;20771;0.566863;0.626263;1.15002;0.0447595;0.0786239;0.474935;0.763181;0.9999;1.11921;0.763535;0.665706;0.0827741;0.490933;1.01262;0.451823;0.0913069;0.471481;0.659303;1.12417;1.29993;0.732856;0.710368;0.0156839;8.28043e-05;0.772639;0.640657;0.0511024;0.901681;0.230997;1.31103;0.566838;1.19449;0.450792;1e-04;0.144817;1.27265;0.493185;"hpcbatch_31_03_2015_131627/core_1557/iter_fecmort_31_3_2015_132756_293878834";0.63;-1.22;0.630000136213474;-1.22000004343214
0;0;0.0461775;0.95;0.05;0.5;0.5;0.5;0.0786266;0.5;115801;0.958552;0.735776;1.03725;0.0565565;0.0998348;0.94858;0.979944;0.9999;1.03485;0.794727;0.964071;0.123536;0.447635;0.948425;0.316721;0.0938893;0.947548;0.743113;1.00148;1.22786;0.938949;0.968636;0.0259742;7.3458e-05;0.943247;0.734686;0.0535902;1.0409;0.411444;1.26742;0.958138;1.21524;0.944868;8.51873e-05;0.0989848;1.22978;0.950123;"hpcbatch_31_03_2015_131627/core_1557/iter_fecmort_31_3_2015_133035_675204308";0.63;-1.22;0.630000136213474;-1.22000004343214
0;0;0.0163041;0.1;0.05;0.5;0.5;0.5;0.0613344;0.5;11572;0.116129;0.607538;1.19094;0.0138702;0.0264641;0.11613;0.630146;7.34971e-05;1.09273;0.666326;0.116081;0.00178715;0.749108;1.09273;0.808737;0.0228385;0.11613;0.666324;1.19094;1.23313;0.630146;0.116095;0.000558128;1.17792e-05;0.700036;0.607538;0.012055;0.700038;1e-04;1.23313;0.116129;1.12402;0.11613;1e-04;0.173319;1.12402;0.116131;"hpcbatch_31_03_2015_131627/core_1950/iter_fecmort_31_3_2015_134119_132444859";0.79;-1.5;0.789999806796886;-1.49999952422223
0;0;0.0163041;0.95;0.05;0.5;0.5;0.5;0.0613344;0.5;196133;0.959175;0.673005;1.03166;0.0172066;0.0316954;0.943194;0.887686;0.999004;0.982495;0.800218;0.988042;0.0246879;0.735465;0.883936;0.302973;0.0256061;0.945282;0.727799;1.03166;1.24386;0.887684;0.991096;0.00563299;6.31847e-05;0.946352;0.643392;0.014157;1.05584;5.4248e-05;1.3056;0.959323;1.15168;0.937992;1e-04;0.145549;1.1955;0.946174;"hpcbatch_31_03_2015_131627/core_1950/iter_fecmort_31_3_2015_144533_506672949";0.79;-1.5;0.789999806796886;-1.49999952422223
0;0;0.0163041;0.5;0.05;0.5;0.5;0.5;0.0613344;0.5;978867;0.543829;0.56571;1.13468;0.015755;0.0297899;0.506443;0.662929;0.489721;0.933743;0.769122;0.766311;0.00731591;0.742784;0.895381;0.458158;0.0253614;0.508676;0.711393;1.13468;1.28619;0.662929;0.826373;0.00167075;6.71944e-05;0.841304;0.561103;0.0135409;0.907099;1e-04;1.30172;0.543762;1.02903;0.488903;1e-04;0.163782;1.0607;0.511332;"hpcbatch_31_03_2015_131627/core_1950/iter_fecmort_31_3_2015_134327_477180482";0.79;-1.5;0.789999806796886;-1.49999952422223
0;0;0.499238;0.95;0.05;0.5;0.5;0.5;6.63273;0.5;99002;0.953869;1.0836;1.00745;0.018262;0.0323713;0.953865;1.0041;0.000996696;0.994699;0.816346;0.954015;0.000102846;0.878616;0.994772;0.325972;0.00195401;0.953865;0.81629;1.00745;1.18538;1.00411;0.95402;0.000750373;2.68664e-05;0.993212;1.08364;0.00305239;0.993294;1e-04;1.18543;0.953869;0.915801;0.953861;3.18342e-06;0.0648908;0.915757;0.953863;"hpcbatch_31_03_2015_131627/core_2344/iter_fecmort_31_3_2015_140538_503668924";0.93;0.26;0.929999966348699;0.259999976714381
0;0;0.499238;0.5;0.05;0.5;0.5;0.5;6.63273;0.5;10363;0.520951;1.10131;1.09157;0.0182795;0.0323996;0.520924;1.047;0.000966619;0.925019;0.785343;0.521824;0.000102927;0.87857;0.925128;0.47905;0.00195586;0.520924;0.785238;1.09157;1.2189;1.047;0.521855;0.000751013;1e-04;0.902864;1.10133;0.00305502;0.902977;1e-04;1.21892;0.520951;0.87622;0.520902;1e-04;0.0648862;0.876126;0.52091;"hpcbatch_31_03_2015_131627/core_2344/iter_fecmort_31_3_2015_140331_22860167";0.93;0.26;0.929999966348699;0.259999976714381
